index wavelength species expot  loggf logeps e_stat       eqw     e_eqw   fwhm e_Teff e_logg   e_vt   e_MH  e_sp e_sys e_tot weight                                              star
   85     4153.9    26.0 3.397  -0.28  4.409  0.133    17.812     4.310  0.102  0.125 -0.002 -0.009  0.005 0.125 0.100 0.208 23.028  wukong7_160989833_lesspayne_norm_EQW_params_synt
   91   4174.913    26.0 0.914  -2.94  4.623  0.115    28.093     4.255  0.123  0.205 -0.007 -0.017  0.008 0.206 0.100 0.256 15.232  wukong7_160989833_lesspayne_norm_EQW_params_synt
   94   4187.039    26.0 2.450  -0.56  4.846  0.163    61.180     5.769  0.181  0.174 -0.132 -0.074  0.007 0.231 0.100 0.300 11.136  wukong7_160989833_lesspayne_norm_EQW_params_synt
   95   4199.095    26.0 3.045   0.17  4.841  0.149    60.253     4.351  0.146  0.138 -0.079 -0.094  0.006 0.185 0.100 0.258 15.070  wukong7_160989833_lesspayne_norm_EQW_params_synt
   97   4216.184    26.0 0.000  -3.36  4.783  0.146    54.725     4.043  0.139  0.234 -0.047 -0.088  0.008 0.255 0.100 0.310 10.407  wukong7_160989833_lesspayne_norm_EQW_params_synt
   98   4233.163    26.1 2.583  -2.02  4.240  0.096    28.153     3.587  0.114  0.031  0.216 -0.018  0.001 0.219 0.100 0.259 14.890  wukong7_160989833_lesspayne_norm_EQW_params_synt
   99   4233.603    26.0 2.482   -0.6  4.498  0.144    46.688     5.127  0.163  0.161 -0.060 -0.046  0.007 0.178 0.100 0.250 16.020  wukong7_160989833_lesspayne_norm_EQW_params_synt
  100   4250.787    26.0 1.556  -0.71  4.698  0.148    80.486     5.608  0.121  0.216 -0.186 -0.107  0.005 0.305 0.100 0.353  8.024  wukong7_160989833_lesspayne_norm_EQW_params_synt
  101   4282.403    26.0 2.174  -0.78  4.150  0.129    38.938     4.583  0.114  0.163 -0.012 -0.037  0.007 0.168 0.100 0.234 18.257  wukong7_160989833_lesspayne_norm_EQW_params_synt
  102   4283.011    20.0 1.886 -0.224  3.799  0.104    35.200     4.431  0.140  0.114 -0.020 -0.020  0.004 0.118 0.100 0.186 28.878  wukong7_160989833_lesspayne_norm_EQW_params_synt
  104   4290.215    22.1 1.164  -0.87  2.010  0.108    45.191     3.928  0.118  0.075  0.195 -0.045  0.003 0.214 0.100 0.260 14.848  wukong7_160989833_lesspayne_norm_EQW_params_synt
  105   4291.463    26.0 0.052  -4.08  4.741  0.108    26.826     4.107  0.128  0.236 -0.010 -0.015  0.010 0.237 0.100 0.279 12.856  wukong7_160989833_lesspayne_norm_EQW_params_synt
  107   4300.042    22.1 1.179  -0.46  2.492  0.158    72.318     4.435  0.153  0.079  0.135 -0.118 -0.004 0.196 0.100 0.271 13.629  wukong7_160989833_lesspayne_norm_EQW_params_synt
  108   4301.923    22.1 1.160  -1.21  2.114  0.106    36.313     4.283  0.118  0.078  0.204 -0.027  0.003 0.220 0.100 0.264 14.352  wukong7_160989833_lesspayne_norm_EQW_params_synt
  112   4318.652    20.0 1.899  -0.21  3.378  0.085    19.104     2.926 -0.080  0.114 -0.005 -0.007  0.004 0.114 0.100 0.174 32.990  wukong7_160989833_lesspayne_norm_EQW_params_synt
  125    4375.93    26.0 0.000   -3.0  5.160  0.179    76.083     5.332  0.159  0.255 -0.148 -0.135  0.000 0.324 0.100 0.384  6.794  wukong7_160989833_lesspayne_norm_EQW_params_synt
  129   4395.031    22.1 1.083  -0.54  2.593  0.160    76.749     4.620  0.173  0.087  0.119 -0.124 -0.008 0.193 0.100 0.270 13.742  wukong7_160989833_lesspayne_norm_EQW_params_synt
  131   4399.765    22.1 1.236   -1.2  2.073  0.079    32.123     3.117  0.137  0.077  0.206 -0.018  0.003 0.221 0.100 0.255 15.399  wukong7_160989833_lesspayne_norm_EQW_params_synt
  138   4415.123    26.0 1.607  -0.62  4.794  0.117    87.523     5.098  0.144  0.224 -0.207 -0.095  0.005 0.319 0.100 0.355  7.951  wukong7_160989833_lesspayne_norm_EQW_params_synt
  143   4425.437    20.0 1.879 -0.358  3.794  0.117    30.473     5.029  0.180  0.118 -0.022 -0.013  0.005 0.121 0.100 0.196 26.115  wukong7_160989833_lesspayne_norm_EQW_params_synt
  145    4427.31    26.0 0.052  -2.92  4.576  0.163    60.663     4.403  0.145  0.231 -0.057 -0.106  0.006 0.261 0.100 0.323  9.574  wukong7_160989833_lesspayne_norm_EQW_params_synt
  149   4435.679    20.0 1.886 -0.519  3.880  0.095    27.117     3.900  0.130  0.118 -0.018 -0.011  0.005 0.120 0.100 0.183 29.922  wukong7_160989833_lesspayne_norm_EQW_params_synt
  152   4443.801    22.1 1.079  -0.71  2.606  0.158    72.812     4.530  0.138  0.083  0.138 -0.117 -0.005 0.199 0.100 0.273 13.403  wukong7_160989833_lesspayne_norm_EQW_params_synt
  153   4444.554    22.1 1.115   -2.2  2.424  0.102    14.343     2.923  0.113  0.081  0.208 -0.006  0.003 0.223 0.100 0.265 14.230  wukong7_160989833_lesspayne_norm_EQW_params_synt
  154   4447.717    26.0 2.221  -1.36  4.713  0.093    37.722     3.621  0.173  0.165 -0.021 -0.029  0.007 0.169 0.100 0.217 21.184  wukong7_160989833_lesspayne_norm_EQW_params_synt
  156   4450.482    22.1 1.083  -1.52  2.378  0.101    38.743     4.051  0.164  0.081  0.203 -0.028  0.004 0.220 0.100 0.262 14.541  wukong7_160989833_lesspayne_norm_EQW_params_synt
  160   4454.779    20.0 1.899  0.258  3.327  0.069    36.008     3.036  0.129  0.118 -0.032 -0.018  0.005 0.124 0.100 0.173 33.268  wukong7_160989833_lesspayne_norm_EQW_params_synt
  162   4455.887    20.0 1.899 -0.518  3.847  0.086    25.343     3.422  0.149  0.117 -0.016 -0.010  0.005 0.119 0.100 0.177 31.779  wukong7_160989833_lesspayne_norm_EQW_params_synt
  164   4459.117    26.0 2.174  -1.29  4.372  0.092    29.141     3.601  0.122  0.165 -0.011 -0.019  0.006 0.167 0.100 0.215 21.641  wukong7_160989833_lesspayne_norm_EQW_params_synt
  165   4461.653    26.0 0.087  -3.19  5.081  0.128    66.548     3.545  0.120  0.239 -0.094 -0.119  0.003 0.283 0.100 0.326  9.389  wukong7_160989833_lesspayne_norm_EQW_params_synt
  167   4468.493    22.1 1.130  -0.63  1.911  0.106    52.606     3.550  0.134  0.076  0.189 -0.060  0.002 0.212 0.100 0.258 15.074  wukong7_160989833_lesspayne_norm_EQW_params_synt
  175   4489.739    26.0 0.121   -3.9  4.481  0.100    21.967     3.577  0.106  0.234 -0.009 -0.011  0.009 0.235 0.100 0.274 13.326  wukong7_160989833_lesspayne_norm_EQW_params_synt
  178   4494.563    26.0 2.196  -1.14  4.445  0.126    37.083     4.916  0.159  0.165 -0.020 -0.029  0.007 0.169 0.100 0.233 18.385  wukong7_160989833_lesspayne_norm_EQW_params_synt
  180    4501.27    22.1 1.115  -0.77  2.669  0.119    72.132     3.434  0.136  0.081  0.141 -0.113 -0.005 0.198 0.100 0.252 15.773  wukong7_160989833_lesspayne_norm_EQW_params_synt
  181   4508.281    26.1 2.856  -2.42  4.581  0.110    16.686     3.390  0.136  0.024  0.219 -0.009  0.001 0.220 0.100 0.266 14.140  wukong7_160989833_lesspayne_norm_EQW_params_synt
  183   4515.334    26.1 2.844   -2.6  4.899  0.080    21.438     2.805  0.100  0.024  0.217 -0.013  0.001 0.219 0.100 0.253 15.568  wukong7_160989833_lesspayne_norm_EQW_params_synt
  189   4528.614    26.0 2.174  -0.89  4.441  0.092    47.550     3.325  0.121  0.167 -0.041 -0.049  0.006 0.179 0.100 0.225 19.813  wukong7_160989833_lesspayne_norm_EQW_params_synt
  191   4531.148    26.0 1.484   -2.1  4.133  0.097    19.253     3.258  0.107  0.187 -0.006 -0.012  0.007 0.188 0.100 0.234 18.312  wukong7_160989833_lesspayne_norm_EQW_params_synt
  192   4533.239    22.0 0.848   0.54  2.116  0.117    21.240     4.278  0.143  0.175 -0.014 -0.010  0.006 0.176 0.100 0.234 18.299  wukong7_160989833_lesspayne_norm_EQW_params_synt
  203   4571.971    22.1 1.571  -0.31  2.121  0.124    54.181     4.120  0.120  0.063  0.187 -0.062  0.002 0.207 0.100 0.261 14.671  wukong7_160989833_lesspayne_norm_EQW_params_synt
  208   4583.829    26.1 2.807  -1.94  4.581  0.099    35.935     3.818  0.165  0.023  0.210 -0.028  0.001 0.213 0.100 0.255 15.334  wukong7_160989833_lesspayne_norm_EQW_params_synt
  212   4592.651    26.0 1.556  -2.46  4.494  0.113    16.968     3.532  0.097  0.186 -0.006 -0.009  0.007 0.186 0.100 0.240 17.382  wukong7_160989833_lesspayne_norm_EQW_params_synt
  227   4629.332    26.1 2.807  -2.26  4.169  0.098    11.771     2.361  0.079  0.026  0.218 -0.006  0.001 0.220 0.100 0.260 14.740  wukong7_160989833_lesspayne_norm_EQW_params_synt
  242   4702.991    12.0 4.346  -0.44  4.980  0.068    41.886     3.854  0.183  0.091 -0.045 -0.008  0.005 0.102 0.100 0.158 39.968  wukong7_160989833_lesspayne_norm_EQW_params_synt
  271   4871.318    26.0 2.865  -0.34  4.185  0.088    30.343     3.506  0.139  0.146 -0.022 -0.018  0.006 0.149 0.100 0.200 25.060  wukong7_160989833_lesspayne_norm_EQW_params_synt
  276   4890.755    26.0 2.876  -0.38  4.448  0.082    38.884     3.330  0.158  0.148 -0.040 -0.029  0.006 0.156 0.100 0.203 24.327  wukong7_160989833_lesspayne_norm_EQW_params_synt
  283   4923.922    26.1 2.891  -1.26  4.182  0.114    44.127     4.211  0.143  0.021  0.201 -0.042  0.002 0.206 0.100 0.256 15.242  wukong7_160989833_lesspayne_norm_EQW_params_synt
  319   5051.635    26.0 0.914  -2.76  4.651  0.252    39.568     9.311  0.181  0.210 -0.021 -0.034  0.008 0.214 0.100 0.345  8.385  wukong7_160989833_lesspayne_norm_EQW_params_synt
  333    5123.72    26.0 1.010  -3.06  4.553  0.130    20.549     4.535  0.100  0.206 -0.010 -0.011  0.008 0.207 0.100 0.264 14.363  wukong7_160989833_lesspayne_norm_EQW_params_synt
  338   5142.928    26.0 0.957  -3.07  4.541  0.145    21.882     5.298 -0.134  0.209 -0.008 -0.011  0.009 0.210 0.100 0.274 13.338  wukong7_160989833_lesspayne_norm_EQW_params_synt
  343   5171.596    26.0 1.484  -1.72  4.339  0.187    43.073     6.775  0.171  0.190 -0.030 -0.042  0.008 0.197 0.100 0.289 11.933  wukong7_160989833_lesspayne_norm_EQW_params_synt
  344   5172.684    12.0 2.712 -0.393  4.978  0.377   146.979    47.193 -0.203  0.210 -0.296 -0.027  0.008 0.364 0.100 0.534  3.513  wukong7_160989833_lesspayne_norm_EQW_params_synt
  346   5183.604    12.0 2.717 -0.167  5.081  0.420   186.230    83.603 -0.129  0.222 -0.327 -0.016  0.008 0.396 0.100 0.586  2.916  wukong7_160989833_lesspayne_norm_EQW_params_synt
  349   5194.942    26.0 1.556  -2.02  4.578  0.241    37.725     9.089  0.263  0.190 -0.021 -0.030  0.008 0.194 0.100 0.325  9.471  wukong7_160989833_lesspayne_norm_EQW_params_synt
  352   5206.023    24.0 0.941   0.02  2.230  0.125    34.585     4.985  0.183  0.175 -0.025 -0.023  0.008 0.178 0.100 0.240 17.401  wukong7_160989833_lesspayne_norm_EQW_params_synt
  360    5227.19    26.0 1.556  -1.23  5.192  0.170    85.546     6.910  0.188  0.233 -0.207 -0.106  0.002 0.329 0.100 0.384  6.790  wukong7_160989833_lesspayne_norm_EQW_params_synt
  372   5269.537    26.0 0.858  -1.33  5.095  0.101   112.046     6.690  0.189  0.286 -0.288 -0.075 -0.001 0.413 0.100 0.437  5.247  wukong7_160989833_lesspayne_norm_EQW_params_synt
  374   5275.997    26.1 3.199  -2.01  4.879  0.178    29.779     7.195  0.284  0.013  0.210 -0.018  0.001 0.211 0.100 0.294 11.590  wukong7_160989833_lesspayne_norm_EQW_params_synt
  375   5283.621    26.0 3.239  -0.45  4.569  0.135    25.807     5.277  0.191  0.135 -0.020 -0.014  0.005 0.137 0.100 0.217 21.244  wukong7_160989833_lesspayne_norm_EQW_params_synt
  384   5328.039    26.0 0.914  -1.47  4.746  0.169    86.550     6.670  0.200  0.252 -0.196 -0.112  0.000 0.338 0.100 0.391  6.535  wukong7_160989833_lesspayne_norm_EQW_params_synt
  385   5328.532    26.0 1.556  -1.85  5.012  0.227    59.472     7.193  0.206  0.196 -0.076 -0.082  0.007 0.226 0.100 0.335  8.889  wukong7_160989833_lesspayne_norm_EQW_params_synt
  389   5341.024    26.0 1.607  -1.95  4.619  0.160    40.218     6.016  0.214  0.189 -0.025 -0.035  0.008 0.194 0.100 0.271 13.654  wukong7_160989833_lesspayne_norm_EQW_params_synt
  393   5371.489    26.0 0.957  -1.64  4.915  0.176    85.001     6.797  0.188  0.248 -0.190 -0.114 -0.002 0.333 0.100 0.389  6.597  wukong7_160989833_lesspayne_norm_EQW_params_synt
  397   5397.128    26.0 0.914  -1.98  4.899  0.177    74.691     5.831  0.187  0.232 -0.135 -0.114  0.001 0.292 0.100 0.355  7.913  wukong7_160989833_lesspayne_norm_EQW_params_synt
  398   5405.775    26.0 0.989  -1.85  5.037  0.149    80.846     5.290  0.175  0.240 -0.168 -0.115  0.000 0.315 0.100 0.362  7.619  wukong7_160989833_lesspayne_norm_EQW_params_synt
  402   5429.696    26.0 0.957  -1.88  4.795  0.150    73.189     4.853  0.157  0.230 -0.128 -0.111  0.003 0.286 0.100 0.338  8.763  wukong7_160989833_lesspayne_norm_EQW_params_synt
  403   5434.524    26.0 1.010  -2.13  4.387  0.145    50.183     4.879  0.118  0.208 -0.041 -0.058  0.008 0.220 0.100 0.282 12.595  wukong7_160989833_lesspayne_norm_EQW_params_synt
  405   5476.904    28.0 1.825  -0.78  3.073  0.137    27.610     5.291  0.191  0.169 -0.002 -0.019  0.007 0.170 0.100 0.240 17.318  wukong7_160989833_lesspayne_norm_EQW_params_synt
  407   5497.516    26.0 1.010  -2.83  4.857  0.131    41.904     4.915  0.190  0.208 -0.027 -0.038  0.008 0.213 0.100 0.270 13.762  wukong7_160989833_lesspayne_norm_EQW_params_synt
  409   5506.779    26.0 0.989  -2.79  4.404  0.151    26.678     5.812  0.172  0.208 -0.012 -0.014  0.009 0.209 0.100 0.277 13.074  wukong7_160989833_lesspayne_norm_EQW_params_synt
  410   5528.405    12.0 4.346 -0.498  4.943  0.104    37.035     5.598  0.178  0.089 -0.031 -0.009  0.004 0.095 0.100 0.173 33.562  wukong7_160989833_lesspayne_norm_EQW_params_synt
  415   5586.756    26.0 3.366  -0.11  4.516  0.112    32.126     4.595  0.203  0.133 -0.033 -0.020  0.006 0.139 0.100 0.204 23.947  wukong7_160989833_lesspayne_norm_EQW_params_synt
  417   5588.749    20.0 2.524   0.21  3.965  0.085    33.649     3.606  0.158  0.100 -0.022 -0.018  0.005 0.104 0.100 0.168 35.639  wukong7_160989833_lesspayne_norm_EQW_params_synt
  419   5594.462    20.0 2.523  0.097  3.875  0.115    25.511     4.558  0.247  0.099 -0.014 -0.010  0.005 0.101 0.100 0.183 29.987  wukong7_160989833_lesspayne_norm_EQW_params_synt
  422   5615.644    26.0 3.332   0.04  4.582  0.094    42.634     3.852  0.213  0.139 -0.058 -0.033  0.007 0.154 0.100 0.207 23.441  wukong7_160989833_lesspayne_norm_EQW_params_synt
  442   5889.951    11.0 0.000  0.108  3.579  0.085   116.158     4.909  0.246  0.188 -0.208 -0.049  0.005 0.285 0.100 0.313 10.177  wukong7_160989833_lesspayne_norm_EQW_params_synt
  444   5895.924    11.0 0.000 -0.194  3.397  0.101    91.774     4.736  0.223  0.162 -0.124 -0.049  0.006 0.210 0.100 0.253 15.562  wukong7_160989833_lesspayne_norm_EQW_params_synt
  448   6122.217    20.0 1.886 -0.316  3.528  0.082    24.280     3.242  0.224  0.122 -0.026 -0.009  0.006 0.125 0.100 0.180 30.862  wukong7_160989833_lesspayne_norm_EQW_params_synt
  466   6430.846    26.0 2.174  -1.95  4.670  0.118    20.109     4.118  0.281  0.171 -0.011 -0.010  0.007 0.172 0.100 0.231 18.714  wukong7_160989833_lesspayne_norm_EQW_params_synt
  468   6439.075    20.0 2.524   0.47  3.529  0.074    27.483     3.006  0.211  0.100 -0.021 -0.014  0.004 0.103 0.100 0.162 38.270  wukong7_160989833_lesspayne_norm_EQW_params_synt
  488     4415.0    21.1   nan    nan  0.169  0.123 -9999.000 -9999.000  0.115  0.092  0.171 -0.005  0.004 0.194 0.200 0.305 10.780  wukong7_160989833_lesspayne_norm_EQW_params_synt
  489     4399.0    21.1   nan    nan  0.123  0.236 -9999.000 -9999.000  0.129  0.063  0.190 -0.006  0.000 0.200 0.200 0.368  7.371  wukong7_160989833_lesspayne_norm_EQW_params_synt
  495     4310.0   106.0   nan    nan  5.718  0.022 -9999.000 -9999.000  0.135  0.351 -0.198  0.001  0.021 0.403 0.100 0.416  5.780  wukong7_160989833_lesspayne_norm_EQW_params_synt
  496     4323.0   106.0   nan    nan  5.774  0.124 -9999.000 -9999.000  0.141  0.312 -0.192  0.008  0.008 0.366 0.100 0.399  6.271  wukong7_160989833_lesspayne_norm_EQW_params_synt
  497     4246.0    21.1   nan    nan  0.127  0.267 -9999.000 -9999.000  0.109  0.007  0.234 -0.076 -0.024 0.247 0.200 0.415  5.806  wukong7_160989833_lesspayne_norm_EQW_params_synt
  498     4313.0    21.1   nan    nan  0.268  0.190 -9999.000 -9999.000  0.137 -0.037  0.332 -0.051 -0.029 0.339 0.200 0.438  5.222  wukong7_160989833_lesspayne_norm_EQW_params_synt
  499     4324.0    21.1   nan    nan -0.099  0.124 -9999.000 -9999.000  0.135  0.056  0.243 -0.009  0.001 0.250 0.200 0.343  8.497  wukong7_160989833_lesspayne_norm_EQW_params_synt
  501     4032.0    25.0   nan    nan  1.562  0.180 -9999.000 -9999.000  0.139  0.205 -0.002 -0.007 -0.007 0.206 0.200 0.338  8.731  wukong7_160989833_lesspayne_norm_EQW_params_synt
  502     3962.0    13.0   nan    nan  2.800  0.371 -9999.000 -9999.000  0.165  0.198 -0.092 -0.057  0.008 0.226 0.300 0.528  3.588  wukong7_160989833_lesspayne_norm_EQW_params_synt
  504     3906.0    14.0   nan    nan  5.132  0.248 -9999.000 -9999.000  0.599  0.299 -0.273 -0.014  0.005 0.405 0.100 0.486  4.240  wukong7_160989833_lesspayne_norm_EQW_params_synt
  512     4119.0    27.0   nan    nan  1.885  0.136 -9999.000 -9999.000  0.113  0.185 -0.004 -0.004 -0.003 0.185 0.100 0.251 15.912  wukong7_160989833_lesspayne_norm_EQW_params_synt
  513     4121.0    27.0   nan    nan  1.884  0.249 -9999.000 -9999.000  0.109  0.184 -0.007 -0.007 -0.003 0.185 0.100 0.326  9.429  wukong7_160989833_lesspayne_norm_EQW_params_synt
  515     4078.0    38.1   nan    nan  0.280  0.196 -9999.000 -9999.000  0.144  0.198  0.010 -0.065  0.000 0.209 0.100 0.304 10.855  wukong7_160989833_lesspayne_norm_EQW_params_synt
  516     4215.0    38.1   nan    nan  0.093  0.361 -9999.000 -9999.000  0.142  0.025  0.025 -0.134 -0.119 0.182 0.100 0.417  5.757  wukong7_160989833_lesspayne_norm_EQW_params_synt
  521     4554.0    56.1   nan    nan -0.465  0.289 -9999.000 -9999.000  0.148  0.141  0.137 -0.054 -0.012 0.204 0.200 0.407  6.049  wukong7_160989833_lesspayne_norm_EQW_params_synt
  524     6142.0    56.1   nan    nan -0.541  0.172 -9999.000 -9999.000  0.195  0.084  0.144 -0.073 -0.009 0.182 0.200 0.321  9.733  wukong7_160989833_lesspayne_norm_EQW_params_synt
  525     6496.0    56.1   nan    nan -0.355  0.174 -9999.000 -9999.000  0.280  0.114  0.147 -0.068 -0.003 0.198 0.200 0.331  9.124  wukong7_160989833_lesspayne_norm_EQW_params_synt
  484     6300.0     8.0   nan    nan  8.855    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan  wukong7_160989833_lesspayne_norm_EQW_params_synt
  506     4379.0    23.0   nan    nan  1.766    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan  wukong7_160989833_lesspayne_norm_EQW_params_synt
  518     4884.0    39.1   nan    nan  0.885    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan  wukong7_160989833_lesspayne_norm_EQW_params_synt
  520     4208.0    40.1   nan    nan  0.751    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan  wukong7_160989833_lesspayne_norm_EQW_params_synt
  526     4086.0    57.1   nan    nan  1.153    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan  wukong7_160989833_lesspayne_norm_EQW_params_synt
  534     4129.0    63.1   nan    nan -1.234    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan  wukong7_160989833_lesspayne_norm_EQW_params_synt
  539     3877.0   607.0   nan    nan  6.283    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan  wukong7_160989833_lesspayne_norm_EQW_params_synt
   24   3858.297    28.0 0.422  -0.96  4.021  0.107   101.253     4.614  0.141  0.163 -0.134 -0.093 -0.003 0.231 0.100 0.273 13.399  wukong8_161400139_lesspayne_norm_EQW_params_synt
   25   3865.523    26.0 1.010  -0.95  5.236  0.108   119.577     7.069  0.146  0.162 -0.169 -0.062  0.004 0.242 0.100 0.283 12.449  wukong8_161400139_lesspayne_norm_EQW_params_synt
   26    3876.04    26.0 1.010  -2.89  5.717  0.174    60.968     6.146  0.142  0.136 -0.018 -0.053 -0.008 0.147 0.100 0.249 16.137  wukong8_161400139_lesspayne_norm_EQW_params_synt
   27   3882.287    22.1 1.115  -1.87  3.369  0.113    55.426     4.664  0.161  0.048  0.176 -0.036  0.017 0.187 0.100 0.240 17.351  wukong8_161400139_lesspayne_norm_EQW_params_synt
   28   3887.048    26.0 0.914  -1.09  5.415  0.127   128.865    10.029  0.186  0.166 -0.182 -0.052  0.008 0.252 0.100 0.299 11.163  wukong8_161400139_lesspayne_norm_EQW_params_synt
   29   3900.539    22.1 1.130  -0.29  3.761  0.111   128.223     6.209  0.177  0.087 -0.022 -0.082  0.030 0.125 0.100 0.195 26.316  wukong8_161400139_lesspayne_norm_EQW_params_synt
   31   3904.783    22.0 0.899   0.15  2.778  0.087    18.861     3.140  0.092  0.114 -0.008 -0.005 -0.006 0.115 0.100 0.175 32.583  wukong8_161400139_lesspayne_norm_EQW_params_synt
   33    3906.48    26.0 0.110  -2.21  5.901  0.094   132.798     6.836  0.177  0.196 -0.239 -0.064  0.016 0.316 0.100 0.345  8.423  wukong8_161400139_lesspayne_norm_EQW_params_synt
   34   3917.181    26.0 0.989  -2.15  5.559  0.117    82.918     4.180  0.128  0.143 -0.064 -0.087 -0.009 0.179 0.100 0.236 17.894  wukong8_161400139_lesspayne_norm_EQW_params_synt
   35    3924.53    22.0 0.021  -0.87  2.988  0.077    23.559     3.160  0.093  0.134 -0.010 -0.007 -0.007 0.135 0.100 0.185 29.339  wukong8_161400139_lesspayne_norm_EQW_params_synt
   40   3948.097    26.0 3.241  -0.59  5.469  0.104    48.740     4.445  0.135  0.088 -0.014 -0.029 -0.005 0.094 0.100 0.172 33.758  wukong8_161400139_lesspayne_norm_EQW_params_synt
   41   3949.953    26.0 2.174  -1.25  5.495  0.139    67.305     4.685  0.128  0.112 -0.020 -0.068 -0.008 0.133 0.100 0.217 21.297  wukong8_161400139_lesspayne_norm_EQW_params_synt
   42   3955.341    26.0 3.281  -1.05  5.492  0.060    27.516     2.591  0.093  0.086 -0.005 -0.010 -0.004 0.087 0.100 0.145 47.308  wukong8_161400139_lesspayne_norm_EQW_params_synt
   43   3958.205    22.0 0.048  -0.11  3.248  0.110    67.130     4.007  0.136  0.135 -0.026 -0.061 -0.010 0.151 0.100 0.212 22.310  wukong8_161400139_lesspayne_norm_EQW_params_synt
   45   3977.741    26.0 2.196  -1.12  5.153  0.134    59.087     4.856  0.119  0.111 -0.008 -0.050 -0.007 0.122 0.100 0.207 23.315  wukong8_161400139_lesspayne_norm_EQW_params_synt
   46   3981.991    22.1 0.573  -2.54  3.220  0.101    45.608     4.866  0.129  0.061  0.177 -0.022  0.019 0.189 0.100 0.237 17.826  wukong8_161400139_lesspayne_norm_EQW_params_synt
   48   3987.606    22.1 0.607  -2.73  3.085  0.083    28.515     3.762  0.100  0.061  0.178 -0.009  0.019 0.189 0.100 0.230 18.962  wukong8_161400139_lesspayne_norm_EQW_params_synt
   49   3989.758    22.0 0.021  -0.13  3.337  0.132    71.293     4.738  0.160  0.139 -0.038 -0.065 -0.009 0.158 0.100 0.229 19.049  wukong8_161400139_lesspayne_norm_EQW_params_synt
   50   3998.636    22.0 0.048   0.02  2.956  0.080    61.384     3.164  0.133  0.133 -0.024 -0.048 -0.008 0.144 0.100 0.192 27.002  wukong8_161400139_lesspayne_norm_EQW_params_synt
   51   4001.661    26.0 2.174   -1.9  5.557  0.075    44.395     3.391  0.131  0.106 -0.005 -0.027 -0.006 0.110 0.100 0.166 36.164  wukong8_161400139_lesspayne_norm_EQW_params_synt
   53   4008.927    22.0 0.021   -1.0  3.165  0.062    25.922     2.562  0.106  0.135 -0.010 -0.007 -0.007 0.136 0.100 0.180 30.990  wukong8_161400139_lesspayne_norm_EQW_params_synt
   54   4012.384    22.1 0.573  -1.78  2.980  0.145    68.227     5.390  0.123  0.063  0.176 -0.057  0.018 0.196 0.100 0.264 14.379  wukong8_161400139_lesspayne_norm_EQW_params_synt
   55   4025.129    22.1 0.607  -2.11  3.081  0.107    57.598     4.522  0.151  0.061  0.176 -0.037  0.019 0.191 0.100 0.241 17.278  wukong8_161400139_lesspayne_norm_EQW_params_synt
   56   4028.338    22.1 1.890  -0.92  3.456  0.135    65.091     4.993  0.155  0.035  0.176 -0.051  0.016 0.187 0.100 0.252 15.802  wukong8_161400139_lesspayne_norm_EQW_params_synt
   57   4030.185    26.0 2.196  -2.31  5.228  0.101    14.179     2.955  0.098  0.108 -0.002 -0.004 -0.005 0.108 0.100 0.179 31.337  wukong8_161400139_lesspayne_norm_EQW_params_synt
   58   4032.627    26.0 1.484  -2.38  5.577  0.105    57.083     4.238  0.134  0.127 -0.017 -0.042 -0.006 0.135 0.100 0.198 25.482  wukong8_161400139_lesspayne_norm_EQW_params_synt
   59   4053.821    22.1 1.891  -1.07  3.123  0.066    44.110     3.150  0.132  0.035  0.183 -0.020  0.016 0.188 0.100 0.223 20.110  wukong8_161400139_lesspayne_norm_EQW_params_synt
   60   4056.187    22.1 0.607  -3.28  3.216  0.078    13.831     2.238  0.113  0.060  0.178 -0.004  0.019 0.189 0.100 0.227 19.325  wukong8_161400139_lesspayne_norm_EQW_params_synt
   62   4063.276    26.0 3.368  -0.81  5.711  0.070    44.348     3.240  0.151  0.084 -0.010 -0.025 -0.005 0.088 0.100 0.151 44.039  wukong8_161400139_lesspayne_norm_EQW_params_synt
   63   4067.978    26.0 3.209  -0.53  5.419  0.085    52.022     3.832  0.139  0.090 -0.027 -0.031 -0.004 0.099 0.100 0.164 36.993  wukong8_161400139_lesspayne_norm_EQW_params_synt
   64   4070.771    26.0 3.239  -0.87  5.446  0.080    35.920     3.710  0.116  0.087 -0.008 -0.014 -0.004 0.089 0.100 0.156 41.244  wukong8_161400139_lesspayne_norm_EQW_params_synt
   65   4073.762    26.0 3.263  -0.97  5.417  0.083    28.937     3.729  0.132  0.086 -0.005 -0.011 -0.006 0.087 0.100 0.156 40.870  wukong8_161400139_lesspayne_norm_EQW_params_synt
   66   4076.629    26.0 3.209  -0.59  5.792  0.103    65.474     4.224  0.189  0.096 -0.057 -0.049 -0.002 0.122 0.100 0.188 28.185  wukong8_161400139_lesspayne_norm_EQW_params_synt
